usage_id,customer_id,usage_date,login_count,session_duration_minutes,feature_used
21959,4393,2025-08-01,5,17,Reports
21960,8480,2025-08-22,1,120,Automation
21961,7614,2025-11-04,7,15,AI Assistant
21962,4,2026-05-21,6,143,Analytics
21963,462,2026-06-09,6,42,Dashboard
21964,2688,2025-12-23,1,13,Analytics
21965,7611,2025-08-11,3,170,Dashboard
21966,1721,2025-11-26,5,129,Reports
21967,7157,2026-03-17,2,37,AI Assistant
21968,8275,2026-06-15,5,82,Export Data
21969,2061,2025-12-07,3,96,Analytics
21970,8251,2025-11-03,1,55,Analytics
21971,4809,2025-12-07,1,143,Analytics
21972,6850,2026-01-30,5,39,Analytics
21973,8665,2025-12-28,7,9,Reports
21974,3756,2025-11-30,3,62,Forecasting
21975,9165,2026-05-31,4,27,Export Data
21976,8758,2025-06-24,6,139,Forecasting
21977,7932,2025-09-04,1,140,Forecasting
21978,4109,2026-02-14,10,156,AI Assistant
21979,4677,2025-08-31,6,6,AI Assistant
21980,4761,2025-06-21,6,78,Dashboard
21981,8120,2026-06-05,3,46,Dashboard
21982,4434,2026-06-10,8,149,Forecasting
21983,4106,2026-04-28,1,114,Analytics
21984,7550,2026-01-30,5,130,Reports
21985,9981,2025-12-23,8,153,Export Data
21986,9303,2026-06-07,10,106,Reports
21987,7600,2025-11-28,4,99,AI Assistant
21988,2364,2025-08-29,3,125,Export Data
21989,2888,2025-08-09,7,67,Dashboard
21990,174,2026-03-25,6,69,Dashboard
21991,9365,2025-08-17,7,85,AI Assistant
21992,7756,2026-05-13,3,140,Forecasting
21993,5058,2025-08-22,8,86,Analytics
21994,8735,2025-12-31,3,42,AI Assistant
21995,3494,2026-02-27,6,94,Dashboard
21996,7383,2025-12-30,6,93,Automation
21997,8701,2026-02-20,4,99,Dashboard
21998,1930,2025-07-24,3,128,Analytics
21999,9618,2025-09-06,9,140,Export Data
22000,1569,2026-06-02,3,68,Forecasting
22001,7487,2025-09-18,10,155,Automation
22002,342,2026-03-15,5,179,AI Assistant
22003,1398,2026-03-13,1,51,AI Assistant
22004,1765,2026-05-03,3,12,Export Data
22005,9834,2025-11-10,3,125,Export Data
22006,5088,2025-12-17,1,66,Automation
22007,3497,2026-05-20,2,22,Forecasting
22008,3258,2026-03-29,5,35,Analytics
22009,4428,2025-08-18,7,140,Forecasting
22010,8812,2025-09-17,5,115,AI Assistant
22011,7023,2025-12-08,7,175,Export Data
22012,1883,2025-07-27,1,109,Forecasting
22013,745,2025-11-29,2,137,Dashboard
22014,7020,2026-03-10,2,117,Reports
22015,4081,2025-08-28,3,90,Dashboard
22016,1433,2026-05-15,6,66,Dashboard
22017,8368,2025-06-27,5,175,Dashboard
22018,4757,2025-08-20,9,96,Dashboard
22019,4839,2026-06-01,7,48,Analytics
22020,1402,2026-03-20,7,23,Analytics
22021,4620,2025-08-11,6,107,Automation
22022,6463,2026-01-24,3,61,Analytics
22023,7127,2025-07-15,9,20,Reports
22024,226,2026-02-20,10,168,Dashboard
22025,696,2026-06-07,2,47,Forecasting
22026,6748,2025-12-14,7,136,Analytics
22027,6270,2025-07-08,8,31,Export Data
22028,8219,2026-06-07,9,51,Automation
22029,6987,2025-07-09,6,27,Automation
22030,4780,2025-11-28,7,144,Analytics
22031,8229,2026-05-27,2,122,Dashboard
22032,1185,2025-08-08,6,104,Export Data
22033,754,2026-03-20,3,141,AI Assistant
22034,7998,2025-12-08,3,43,AI Assistant
22035,9787,2025-08-25,9,24,Reports
22036,7864,2025-07-17,4,156,AI Assistant
22037,238,2025-07-28,4,150,AI Assistant
22038,9075,2025-08-24,9,55,Analytics
22039,3735,2026-05-04,10,155,Export Data
22040,1229,2025-09-29,6,137,AI Assistant
22041,6420,2025-07-25,4,22,Forecasting
22042,7831,2026-01-04,5,102,Reports
22043,2836,2025-09-03,5,91,Dashboard
22044,5602,2026-04-14,1,172,Automation
22045,843,2025-10-20,3,128,Reports
22046,8299,2026-02-24,3,70,Export Data
22047,6062,2025-12-04,6,172,Forecasting
22048,8075,2026-03-23,1,127,Analytics
22049,1268,2025-11-19,7,41,Dashboard
22050,276,2025-07-23,7,35,Automation
22051,1469,2025-08-26,8,95,Export Data
22052,4693,2025-09-22,2,97,Export Data
22053,9848,2025-11-06,7,78,Forecasting
22054,1811,2025-08-11,6,40,AI Assistant
22055,3413,2025-12-18,9,106,Export Data
22056,7564,2025-09-18,8,134,Export Data
22057,5231,2025-09-05,9,165,Export Data
22058,5163,2025-10-12,9,142,AI Assistant
22059,825,2026-04-06,5,145,Analytics
22060,6834,2025-10-16,9,35,AI Assistant
22061,2702,2025-09-18,5,169,Automation
22062,2273,2026-02-20,7,13,Dashboard
22063,9583,2025-07-25,5,29,AI Assistant
22064,8570,2025-12-23,1,45,Analytics
22065,6692,2026-02-19,6,94,Export Data
22066,7650,2026-01-26,10,115,Forecasting
22067,2808,2026-01-07,10,92,Export Data
22068,1375,2025-07-29,9,143,Dashboard
22069,7476,2026-06-08,4,174,Dashboard
22070,2432,2025-08-05,10,58,Automation
22071,6799,2025-08-16,7,131,Dashboard
22072,318,2025-12-21,8,31,Export Data
22073,9125,2026-06-21,2,5,Export Data
22074,8405,2025-07-13,4,31,Reports
22075,1263,2026-02-04,8,16,Forecasting
22076,9542,2026-03-31,4,104,Reports
22077,7199,2026-04-19,9,118,Dashboard
22078,8492,2025-07-15,1,147,Automation
22079,228,2025-08-29,6,165,Analytics
22080,9842,2026-01-21,3,100,Reports
22081,4396,2026-05-24,8,64,Export Data
22082,4851,2025-09-21,3,118,Reports
22083,6194,2026-01-10,2,106,Reports
22084,6029,2025-07-30,5,125,Dashboard
22085,7986,2025-07-24,1,10,Dashboard
22086,3156,2026-03-03,1,133,Analytics
22087,8962,2025-08-13,1,177,Reports
22088,206,2026-01-08,7,120,Forecasting
22089,6004,2025-12-25,9,87,Reports
22090,6418,2026-04-21,8,135,Automation
22091,2537,2025-07-19,2,14,Export Data
22092,5542,2025-10-29,10,116,AI Assistant
22093,5558,2026-01-25,2,67,Analytics
22094,5717,2025-08-02,2,108,Analytics
22095,1903,2026-04-09,4,59,Dashboard
22096,8592,2025-07-03,6,43,Dashboard
22097,8244,2026-01-19,1,89,Forecasting
22098,5037,2026-04-11,6,7,Dashboard
22099,5674,2025-08-16,7,6,Export Data
22100,7260,2025-11-13,6,179,Dashboard
22101,2869,2026-05-16,4,134,Forecasting
22102,5553,2025-12-16,2,97,AI Assistant
22103,5213,2025-08-12,5,111,Reports
22104,4563,2026-05-01,9,138,Dashboard
22105,8045,2026-02-15,3,47,Automation
22106,8863,2025-09-09,10,65,Forecasting
22107,2773,2025-10-07,1,8,Analytics
22108,1151,2025-07-30,7,152,Analytics
22109,520,2025-08-16,4,99,Automation
22110,8147,2026-03-31,7,46,Forecasting
22111,3656,2026-03-16,10,119,AI Assistant
22112,7303,2025-08-08,6,85,Analytics
22113,9208,2026-01-03,3,43,Analytics
22114,5805,2025-09-23,7,18,Reports
22115,9587,2025-10-02,3,26,Reports
22116,8187,2026-06-03,6,169,Forecasting
22117,2212,2025-12-07,1,76,Dashboard
22118,2898,2025-11-07,3,170,Automation
22119,7551,2026-05-02,4,176,Export Data
22120,6433,2025-07-21,4,89,Analytics
22121,7335,2025-10-26,8,128,Reports
22122,4916,2025-06-29,1,120,Forecasting
22123,1419,2026-05-22,1,135,AI Assistant
22124,4672,2025-08-27,7,96,Forecasting
22125,3801,2025-07-19,7,42,Forecasting
22126,3048,2026-01-12,6,22,Automation
22127,299,2026-02-20,5,134,AI Assistant
22128,6790,2025-09-26,2,77,Reports
22129,2567,2025-11-23,4,58,Reports
22130,3052,2025-12-01,8,22,Analytics
22131,5832,2025-12-02,1,163,Dashboard
22132,538,2025-07-21,7,74,Forecasting
22133,6072,2025-06-29,1,58,Reports
22134,4275,2026-01-12,7,174,Export Data
22135,9328,2026-03-20,10,171,Export Data
22136,3528,2025-09-04,8,117,Reports
22137,2171,2026-05-13,1,106,Export Data
22138,7474,2026-04-01,3,110,Dashboard
22139,7275,2025-10-12,6,87,Automation
22140,730,2025-11-07,5,84,Forecasting
22141,5501,2026-06-07,10,18,AI Assistant
22142,8493,2026-05-10,10,11,Export Data
22143,9557,2025-09-25,3,172,Export Data
22144,8331,2025-08-10,10,42,AI Assistant
22145,4200,2025-11-07,6,140,Automation
22146,2292,2025-12-31,8,44,Forecasting
22147,6435,2026-03-05,8,70,Forecasting
22148,5014,2026-01-24,8,45,Export Data
22149,6789,2025-06-21,10,28,Export Data
22150,1920,2026-04-11,1,57,Automation
22151,9997,2026-05-31,4,178,Reports
22152,5912,2026-04-17,6,111,Dashboard
22153,2555,2025-08-03,7,104,Dashboard
22154,1041,2026-01-29,3,85,Dashboard
22155,8165,2026-03-30,2,67,Dashboard
22156,2708,2026-06-07,10,168,Automation
22157,6687,2026-02-04,2,111,Dashboard
22158,6120,2025-09-11,2,143,Export Data
22159,5837,2026-02-23,6,16,Dashboard
22160,570,2025-09-25,9,135,Automation
22161,6822,2026-03-21,7,120,Forecasting
22162,1184,2026-01-01,5,129,Analytics
22163,1924,2025-12-06,3,148,AI Assistant
22164,1413,2026-01-21,5,40,Automation
22165,3889,2026-05-23,4,27,Automation
22166,565,2026-01-04,10,117,Export Data
22167,290,2026-02-24,8,73,Forecasting
22168,740,2026-05-30,2,45,Dashboard
22169,4266,2025-08-07,3,48,Forecasting
22170,2917,2025-06-21,8,47,Analytics
22171,1548,2026-02-11,1,36,Forecasting
22172,6322,2025-08-02,3,126,Export Data
22173,6545,2026-01-17,7,16,Export Data
22174,8386,2025-06-29,10,95,Forecasting
22175,1431,2026-05-14,7,27,Export Data
22176,9580,2025-09-28,2,137,AI Assistant
22177,4194,2026-03-31,3,61,Dashboard
22178,4240,2026-06-01,3,12,Reports
22179,3239,2026-05-19,8,28,Dashboard
22180,3644,2026-04-20,1,94,AI Assistant
22181,935,2026-05-28,9,121,Forecasting
22182,285,2026-04-21,5,177,Automation
22183,8916,2026-01-22,1,38,Automation
22184,8855,2026-05-04,8,49,Dashboard
22185,2116,2025-08-10,6,175,Dashboard
22186,2892,2025-08-05,4,112,Automation
22187,9676,2025-08-06,4,36,Export Data
22188,6319,2026-04-05,2,61,Automation
22189,6565,2025-09-01,3,12,AI Assistant
22190,2942,2026-04-05,10,26,AI Assistant
22191,1228,2026-03-27,1,74,Reports
22192,7899,2025-12-13,7,6,Analytics
22193,5010,2026-04-07,4,65,Analytics
22194,7841,2026-01-12,10,15,Forecasting
22195,3905,2025-10-06,2,59,Automation
22196,4832,2025-09-21,8,11,AI Assistant
22197,168,2025-08-29,10,35,Dashboard
22198,5415,2025-08-07,1,53,Reports
22199,8131,2025-07-04,8,74,Reports
22200,9176,2025-07-15,8,77,Export Data
22201,5685,2026-05-28,10,77,Forecasting
22202,3132,2026-01-13,2,175,Reports
22203,1089,2025-08-01,4,115,Reports
22204,2703,2026-03-08,2,121,Analytics
22205,3936,2026-05-10,3,89,Dashboard
22206,4439,2026-04-23,8,112,Dashboard
22207,9863,2026-05-16,6,149,AI Assistant
22208,8465,2026-01-26,3,151,Dashboard
22209,1273,2026-04-17,1,21,Dashboard
22210,6221,2025-11-24,6,170,Analytics
22211,2691,2026-02-14,3,111,Automation
22212,4656,2026-02-13,6,177,Forecasting
22213,4656,2025-11-07,5,62,Export Data
22214,8620,2026-04-27,4,105,Dashboard
22215,9507,2025-06-29,6,122,Reports
22216,9259,2026-02-19,9,140,Analytics
22217,4342,2026-03-11,9,16,Dashboard
22218,7604,2026-03-25,10,130,Automation
22219,5151,2026-03-08,2,114,Reports
22220,6019,2025-06-29,3,91,Reports
22221,8851,2025-09-09,10,177,Analytics
22222,3609,2025-09-06,2,32,Automation
22223,7850,2026-06-01,2,47,Export Data
22224,1196,2026-01-18,8,79,Analytics
22225,2783,2026-03-13,8,124,Export Data
22226,4784,2025-08-29,4,14,Export Data
22227,8572,2025-07-23,1,47,Dashboard
22228,9158,2026-02-08,7,32,AI Assistant
22229,1726,2026-05-22,9,96,Automation
22230,7814,2026-04-09,2,48,Export Data
22231,4302,2025-08-12,9,73,Automation
22232,345,2026-04-28,2,129,Reports
22233,6444,2025-09-09,1,172,AI Assistant
22234,4513,2026-05-10,1,100,Forecasting
22235,9764,2026-05-12,8,12,Reports
22236,3373,2025-09-13,5,40,Reports
22237,6418,2026-01-22,8,102,Forecasting
22238,3393,2025-11-19,2,125,Dashboard
22239,438,2025-09-15,6,91,Forecasting
22240,548,2025-09-15,5,114,Reports
22241,4495,2026-04-26,8,174,Export Data
22242,7290,2026-06-04,3,129,Forecasting
22243,717,2026-03-11,9,88,Analytics
22244,4344,2025-06-22,3,88,Automation
22245,8805,2025-06-30,3,15,Analytics
22246,850,2026-03-20,7,133,Analytics
22247,4243,2026-02-20,9,78,Analytics
22248,3641,2025-07-02,1,20,Reports
22249,1989,2025-07-31,2,90,Reports
22250,3111,2026-04-28,10,10,AI Assistant
22251,2924,2025-06-30,6,17,Export Data
22252,1558,2026-02-23,5,89,Forecasting
22253,9614,2026-02-09,7,143,Forecasting
22254,2132,2025-09-06,10,74,Automation
22255,6065,2025-06-24,10,106,Automation
22256,1142,2026-05-20,1,30,Reports
22257,3869,2025-07-04,10,172,AI Assistant
22258,9765,2025-07-25,1,142,AI Assistant
22259,1169,2026-06-09,6,56,Reports
22260,7350,2026-03-26,3,30,Dashboard
22261,6916,2025-07-05,8,9,Export Data
22262,4730,2026-02-26,2,126,AI Assistant
22263,5546,2025-06-21,5,92,Forecasting
22264,9765,2026-05-21,10,118,AI Assistant
22265,6945,2025-07-13,3,19,Reports
22266,1528,2026-06-06,8,36,Dashboard
22267,4833,2025-10-13,1,75,Analytics
22268,5147,2026-02-13,7,43,Automation
22269,3747,2025-08-08,9,131,AI Assistant
22270,5162,2025-11-04,3,136,AI Assistant
22271,4284,2026-02-06,9,30,Forecasting
22272,8598,2026-04-14,9,112,Automation
22273,8557,2026-03-29,4,34,Reports
22274,1826,2025-07-07,6,68,Export Data
22275,9219,2025-11-14,5,120,Reports
22276,3774,2025-07-14,9,132,Dashboard
22277,4364,2025-11-06,2,36,Automation
22278,7619,2026-04-05,9,12,AI Assistant
22279,4489,2026-05-15,9,19,Analytics
22280,3271,2025-10-01,10,7,Analytics
22281,24,2025-10-26,1,20,Reports
22282,7923,2025-09-03,10,46,Automation
22283,7889,2025-10-08,7,48,AI Assistant
22284,3690,2026-05-10,5,16,Reports
22285,4592,2026-03-23,1,84,Forecasting
22286,2489,2026-01-27,7,125,Reports
22287,371,2025-08-03,3,108,Automation
22288,8019,2025-07-15,7,101,Export Data
22289,7447,2025-07-05,5,27,Forecasting
22290,7079,2025-07-26,3,120,Analytics
22291,4063,2026-05-11,7,40,Reports
22292,6445,2025-08-13,8,29,AI Assistant
22293,3033,2025-11-22,5,50,Analytics
22294,9019,2025-12-19,1,18,Analytics
22295,9252,2025-12-14,7,9,Reports
22296,1367,2025-08-04,9,145,Automation
22297,7700,2026-04-06,8,137,Export Data
22298,3148,2026-06-02,7,108,Dashboard
22299,1971,2025-10-23,3,176,Reports
22300,692,2025-09-08,8,122,Dashboard
22301,1811,2025-09-21,4,169,Forecasting
22302,3476,2026-01-27,7,134,Forecasting
22303,4903,2025-09-15,1,21,Automation
22304,891,2025-10-23,1,66,Automation
22305,1137,2026-04-05,8,106,Export Data
22306,6674,2026-02-18,5,161,Analytics
22307,5181,2026-02-11,5,159,AI Assistant
22308,6697,2025-09-07,5,93,Forecasting
22309,3173,2025-12-09,10,72,Reports
22310,2776,2026-04-04,3,134,Dashboard
22311,8999,2026-05-26,4,71,AI Assistant
22312,4867,2026-03-27,10,164,Forecasting
22313,7300,2026-04-06,6,154,AI Assistant
22314,7414,2026-04-05,3,39,Automation
22315,7686,2026-02-20,10,18,Export Data
22316,578,2025-12-24,3,47,Forecasting
22317,4473,2025-12-04,1,82,AI Assistant
22318,7077,2025-12-28,9,40,Dashboard
22319,47,2026-03-02,9,110,Automation
22320,7904,2026-04-05,6,120,Analytics
22321,2177,2025-08-12,9,74,Export Data
22322,9857,2025-11-04,6,172,Reports
22323,6720,2025-07-22,2,81,Forecasting
22324,2381,2025-10-10,6,137,Automation
22325,1040,2026-06-09,2,43,AI Assistant
22326,1462,2025-11-22,6,59,Automation
22327,6723,2026-01-04,4,144,AI Assistant
22328,7147,2025-12-16,3,141,Reports
22329,5648,2025-06-29,2,12,Reports
22330,438,2025-07-04,3,162,Forecasting
22331,4025,2025-09-20,6,101,Reports
22332,3886,2025-10-24,5,65,Dashboard
22333,3279,2026-02-09,5,78,Analytics
22334,6670,2026-02-19,10,141,Export Data
22335,4044,2026-04-24,5,71,Dashboard
22336,9421,2025-07-22,2,44,Reports
22337,1469,2025-09-26,6,117,Dashboard
22338,467,2026-03-22,3,42,Automation
22339,7951,2026-01-20,6,96,Automation
22340,4393,2025-08-06,5,91,Analytics
22341,1922,2026-03-29,9,74,Export Data
22342,6725,2026-01-11,5,67,Dashboard
22343,1249,2025-10-13,9,40,Reports
22344,823,2025-12-13,3,68,Analytics
22345,721,2026-06-10,1,89,Forecasting
22346,259,2026-01-16,3,108,Analytics
22347,2267,2025-10-10,8,45,Forecasting
22348,5400,2025-09-30,4,107,Forecasting
22349,8218,2025-12-30,2,171,Forecasting
22350,4448,2026-04-04,7,12,Dashboard
22351,4619,2025-08-19,9,176,Reports
22352,4442,2025-09-30,3,180,Reports
22353,2490,2025-11-23,1,146,Export Data
22354,3842,2026-02-18,2,117,Dashboard
22355,7036,2025-07-28,9,18,Dashboard
22356,7822,2025-06-28,9,178,AI Assistant
22357,5146,2025-07-11,7,147,Reports
22358,3687,2026-04-12,7,34,Automation
22359,1429,2026-01-13,5,43,AI Assistant
22360,5147,2025-11-22,5,37,Reports
22361,8848,2025-10-13,2,59,Reports
22362,1734,2025-09-18,3,19,Reports
22363,529,2026-03-20,10,56,Reports
22364,128,2026-02-14,3,96,Reports
22365,4889,2025-10-02,5,44,Dashboard
22366,9823,2025-07-29,2,55,Analytics
22367,8515,2025-12-03,9,28,Reports
22368,7984,2026-04-13,2,149,Export Data
22369,328,2025-11-02,1,37,Export Data
22370,1002,2025-06-27,4,82,Analytics
22371,5761,2026-05-02,1,114,Dashboard
22372,5116,2026-04-04,7,46,Dashboard
22373,894,2025-08-28,8,125,Dashboard
22374,4781,2026-06-02,3,90,Analytics
22375,1732,2025-07-20,6,33,Dashboard
22376,1232,2026-02-18,6,14,Dashboard
22377,6233,2025-11-26,9,52,Export Data
22378,5919,2026-03-30,8,76,Export Data
22379,2437,2026-05-09,1,53,AI Assistant
22380,7579,2025-09-20,9,42,Analytics
22381,851,2026-05-14,1,171,Forecasting
22382,7474,2025-10-07,9,155,AI Assistant
22383,52,2026-03-30,6,23,Analytics
22384,9697,2025-09-08,10,68,AI Assistant
22385,2024,2025-07-03,7,90,Dashboard
22386,8666,2025-09-27,1,162,Analytics
22387,2859,2025-08-01,3,172,Forecasting
22388,3684,2025-11-15,5,19,Analytics
22389,9095,2026-03-17,5,146,Dashboard
22390,4366,2025-08-07,6,76,Reports
22391,3631,2026-05-22,9,175,Automation
22392,1908,2025-09-17,6,96,Analytics
22393,4945,2025-06-27,10,28,Reports
22394,953,2026-02-12,8,42,Analytics
22395,7059,2025-10-21,8,24,Forecasting
22396,8658,2025-11-29,10,41,Forecasting
22397,6347,2026-05-29,8,149,Forecasting
22398,7004,2025-10-18,3,118,Analytics
22399,8570,2026-04-18,3,176,Automation
22400,4513,2026-06-21,5,73,Dashboard
22401,1263,2025-10-04,4,23,Automation
22402,5996,2026-03-26,6,43,Automation
22403,1342,2026-05-15,2,149,Export Data
22404,8135,2026-06-04,7,95,Automation
22405,8729,2026-06-09,10,12,Export Data
22406,3572,2026-04-26,4,156,Export Data
22407,1200,2026-03-11,2,157,Reports
22408,8989,2026-01-26,9,63,Reports
22409,9504,2026-01-01,8,87,Export Data
22410,822,2025-12-07,3,160,Forecasting
22411,4492,2025-12-28,6,110,Dashboard
22412,390,2026-03-06,6,18,Dashboard
22413,6545,2025-07-01,10,54,Reports
22414,1550,2026-03-12,3,48,Dashboard
22415,2971,2025-10-22,3,12,Export Data
22416,8388,2025-07-26,8,109,Automation
22417,28,2025-09-15,8,61,Dashboard
22418,2806,2026-01-18,8,152,Automation
22419,1049,2026-04-09,10,65,Automation
22420,5087,2025-12-15,3,27,Forecasting
22421,4448,2025-10-27,2,49,AI Assistant
22422,4296,2025-08-28,9,30,Analytics
22423,5773,2025-07-18,5,88,Dashboard
22424,2753,2025-10-31,1,115,Analytics
22425,3506,2026-06-05,7,62,Dashboard
22426,310,2025-10-18,1,38,Forecasting
22427,922,2025-08-31,9,82,Automation
22428,1073,2026-04-20,3,152,Forecasting
22429,3232,2025-11-01,10,80,AI Assistant
22430,2382,2026-05-24,4,50,Forecasting
22431,5664,2025-09-28,9,105,Dashboard
22432,6424,2025-06-28,1,73,AI Assistant
22433,7111,2025-07-23,9,45,Dashboard
22434,5114,2026-04-11,6,131,Dashboard
22435,9880,2026-02-25,3,48,Analytics
22436,2088,2025-10-23,6,101,Dashboard
22437,1789,2025-09-03,3,115,Forecasting
22438,8811,2026-04-06,1,178,Reports
22439,3975,2026-06-09,5,32,Automation
22440,7459,2025-09-25,2,28,Reports
22441,1301,2026-01-05,4,34,Reports
22442,5444,2026-01-12,9,156,Reports
22443,4745,2025-10-07,8,161,Reports
22444,3972,2025-11-29,9,90,Dashboard
22445,1811,2025-10-31,3,119,Dashboard
22446,7600,2025-11-07,3,168,Forecasting
22447,8994,2025-10-11,3,103,Forecasting
22448,6838,2026-01-28,1,163,Automation
22449,5015,2026-05-01,7,87,Automation
22450,8092,2026-02-04,5,48,Reports
22451,3776,2025-08-08,3,56,Export Data
22452,1140,2026-06-13,3,22,Analytics
22453,6429,2025-07-01,8,118,Analytics
22454,667,2025-12-17,8,145,Automation
22455,3587,2025-11-29,9,47,Analytics
22456,8978,2025-11-01,2,43,Reports
22457,7449,2025-11-09,6,43,Export Data
22458,2215,2025-11-16,6,161,Export Data
22459,258,2026-04-13,3,85,Analytics
22460,844,2026-06-01,2,88,Reports
22461,4558,2026-05-30,8,176,Reports
22462,6424,2026-02-09,10,80,Export Data
22463,4432,2025-11-08,10,170,Reports
22464,9274,2026-01-08,3,56,Forecasting
22465,3321,2026-03-24,6,20,Reports
22466,4021,2026-06-10,7,13,Dashboard
22467,2782,2025-10-15,10,27,Forecasting
22468,2883,2026-05-18,1,21,Forecasting
22469,5468,2026-06-09,6,39,Export Data
22470,1197,2025-10-06,5,86,Analytics
22471,7212,2025-08-02,1,69,Dashboard
22472,8328,2025-08-21,8,130,Reports
22473,7540,2025-09-18,5,83,Export Data
22474,9891,2025-09-27,5,152,Export Data
22475,8483,2025-06-21,3,175,Export Data
22476,3841,2025-12-13,7,60,Reports
22477,1906,2025-11-30,10,51,Automation
22478,9771,2025-11-11,7,123,Dashboard
22479,3478,2026-02-20,8,57,AI Assistant
22480,8106,2025-07-27,3,51,Automation
22481,1691,2025-07-10,7,73,Automation
22482,8165,2026-01-09,3,52,Reports
22483,934,2025-09-12,8,39,Forecasting
22484,3077,2026-05-29,3,96,Export Data
22485,7605,2025-11-05,2,149,Forecasting
22486,1875,2026-05-15,1,153,Forecasting
22487,9067,2026-01-28,10,28,Analytics
22488,9623,2025-09-08,6,64,AI Assistant
22489,2859,2025-08-06,2,92,Analytics
22490,8072,2025-12-16,1,46,Analytics
22491,3724,2026-05-02,3,92,Dashboard
22492,3822,2025-07-20,3,127,AI Assistant
22493,4986,2025-08-12,1,6,AI Assistant
22494,6534,2025-11-28,6,123,Forecasting
22495,3222,2025-07-11,2,42,Automation
22496,8150,2025-11-17,9,113,Analytics
22497,2295,2025-11-24,1,153,Automation
22498,5657,2025-11-21,2,158,Reports
22499,6939,2026-01-28,10,115,AI Assistant
22500,2171,2026-05-10,5,120,Reports
22501,7214,2025-07-15,2,33,Forecasting
22502,4198,2025-09-01,10,129,AI Assistant
22503,1570,2025-07-09,4,178,Analytics
22504,5894,2025-10-13,5,13,Forecasting
22505,7703,2025-07-28,9,48,Reports
22506,1791,2026-05-24,2,64,Forecasting
22507,3361,2026-05-30,5,147,Dashboard
22508,9962,2026-05-17,9,173,AI Assistant
22509,178,2026-03-13,5,118,AI Assistant
22510,9681,2026-01-26,2,41,Reports
22511,6417,2025-09-25,9,50,Dashboard
22512,9145,2026-05-09,10,168,Analytics
22513,7440,2026-04-02,4,39,Forecasting
22514,796,2025-10-02,2,94,Dashboard
22515,1087,2025-11-15,4,64,Dashboard
22516,9755,2025-10-14,9,130,Analytics
22517,9155,2026-05-02,6,159,Forecasting
22518,3391,2026-04-02,6,123,Export Data
22519,5469,2025-12-14,5,110,Dashboard
22520,6185,2025-10-29,3,141,Forecasting
22521,3591,2026-01-21,3,83,Forecasting
22522,236,2026-06-04,1,176,Dashboard
22523,9045,2025-11-16,6,7,Automation
22524,3930,2026-02-02,1,171,AI Assistant
22525,5370,2026-03-15,3,109,Forecasting
22526,3050,2026-02-06,7,15,Analytics
22527,9009,2025-12-25,3,30,Dashboard
22528,5450,2026-03-28,10,23,Analytics
22529,225,2025-12-18,8,71,Reports
22530,1246,2026-03-21,1,171,Dashboard
22531,8617,2025-11-01,6,67,Automation
22532,9328,2025-08-30,2,55,Reports
22533,7957,2025-12-24,1,89,Automation
22534,4388,2025-12-18,4,119,Analytics
22535,4520,2025-09-05,4,138,Analytics
22536,1897,2026-06-07,5,16,Dashboard
22537,739,2026-01-13,6,176,Analytics
22538,7224,2025-11-19,7,159,AI Assistant
22539,9468,2025-08-21,6,178,Dashboard
22540,797,2025-09-22,6,180,Reports
22541,8942,2025-11-11,10,55,Analytics
22542,2123,2025-09-13,8,23,AI Assistant
22543,9336,2025-12-26,2,65,AI Assistant
22544,8889,2026-03-26,8,52,Forecasting
22545,9847,2025-08-13,2,24,Analytics
22546,75,2025-10-02,4,118,Dashboard
22547,1744,2025-09-02,8,177,Forecasting
22548,6357,2026-04-01,5,87,Dashboard
22549,8449,2025-08-15,4,11,Dashboard
22550,8193,2025-11-29,3,124,Dashboard
22551,9238,2025-10-04,10,90,Dashboard
22552,2379,2025-12-02,5,88,Export Data
22553,5262,2025-09-26,3,176,Automation
22554,5396,2026-01-29,4,29,Reports
22555,5647,2026-02-19,3,140,Reports
22556,4394,2025-11-04,9,80,AI Assistant
22557,3021,2025-11-30,10,101,Forecasting
22558,61,2026-04-07,3,58,Reports
22559,1955,2026-04-19,3,166,Automation
22560,9682,2026-05-15,3,109,Forecasting
22561,448,2025-11-02,9,133,Automation
22562,1733,2026-05-18,9,119,AI Assistant
22563,7219,2026-01-12,1,151,Export Data
22564,3370,2025-08-10,4,54,Dashboard
22565,9282,2025-08-24,2,65,Reports
22566,731,2025-12-29,9,134,Dashboard
22567,2322,2026-04-13,9,69,Export Data
22568,6731,2025-07-01,4,47,Reports
22569,8371,2026-04-18,4,127,Analytics
22570,3814,2025-07-11,3,140,Reports
22571,6077,2026-04-19,6,172,Forecasting
22572,4745,2025-08-02,5,40,Reports
22573,2421,2026-02-15,9,53,Reports
22574,670,2026-02-11,9,129,Export Data
22575,8824,2026-04-25,4,111,Analytics
22576,104,2026-02-19,5,136,AI Assistant
22577,7125,2025-10-18,5,56,Analytics
22578,5368,2025-10-02,3,145,Forecasting
22579,4500,2025-10-08,3,59,AI Assistant
22580,5658,2025-11-25,8,152,Export Data
22581,7826,2026-06-17,3,120,Automation
22582,8774,2025-12-16,10,62,Analytics
22583,2920,2025-08-26,4,82,AI Assistant
22584,4219,2026-02-02,3,99,Automation
22585,4003,2026-04-20,1,23,Dashboard
22586,1185,2025-07-30,1,144,Forecasting
22587,8741,2026-03-27,5,11,Analytics
22588,2421,2025-08-23,9,120,Automation
